Mixin,Field name,ORIG Field name,Data type,Precision,Multiple,Description,Internal field name,ORIG Internal field name,defaultValue,defaultLanguage,indexInId,indexInParents,queryNames,isInstanciable,isStorage,isDefinition,Has Mixins,Inherits,fieldAndMixins,isHistorizable,isContributable,documentation,maxScan,storageModel,importDefaultOnly,importAutolinkedOnly,useIdForParent,evalAsJs,dontEncodeIdInUri,jsFunctionToEval,isInRefMixin,useIdForRefMixin,useParentForRefMixin,specificToCountryLanguage,queryLimit,aliasedStorageNames,readonly,queryBeforeCreate,fulltext
org:Organization_0,org:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayName.3.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayName.4.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,odisp:name,,i18n,,,disable fulltext since custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,false
org:Organization_0,org:altName,,i18n,,,"A recognized name, other than the legal name such as acronym, ",,,,,,,orgaltname,,,,,,,,,,,,,,,,,,,,,,100,,,,true
org:Organization_0,org:altName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.0.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.1.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.2.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.3.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:altName.4.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName,,i18n,,,"«org:legalName» «, » «geoco:Country_0»",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,,
org:Organization_0,org:displayAltName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.0.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.1.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.2.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.3.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:displayAltName.4.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:country,,geoco:Country_0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
org:Organization_0,org:regNumber,,String,,,Registration number in the juridisdiction ,,,,,1,,regnumber,,,,,,,,,,,,,,,,,,,,,,100,,,,
org:Organization_0,org:vatNumber,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:sector,,String,,,"Possible values = « Public » or « Private », and « Public » is for public authorities only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
org:Organization_0,org:type,,String,,,"Legal form of the organization such ""SA"", ""PLC"", ""LLC"", ""GmbH"". ""Association"" , ""NGO"", Ideally linked to the jurisdiction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:status,,String,,,"""Normal Activity"", ""Insolvent"", ""Bankrupt"", ""In Receivership"" … Should be a finite list but not found",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:activity,,orgact:Activity_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:latitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:longitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:email,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:phoneNumber,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:webSite,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org:Organization_0,org:source,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName,,i18n,,,"The legal name of the business, i18n to forecast",,,,fr,,,"orgaltname,regnumber",,false,,org:Organization_0,,,false,,,,,,,,,,,,,,FR,100,,,,true
orgfr:Organisation_0,org:legalName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.v,,String,,,,orgfr:legalName-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.0.v,,String,,,,orgfr:legalName-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.1.v,,String,,,,orgfr:legalName-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.2.v,,String,,,,orgfr:legalName-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.3.v,,String,,,,orgfr:legalName-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:legalName.4.v,,String,,,,orgfr:legalName-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName,,i18n,,,"«org:legalName» «, » «geoco:Country_0»",,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,,
orgfr:Organisation_0,org:displayName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.v,,String,,,,orgfr:displayName-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.0.v,,String,,,,orgfr:displayName-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.1.v,,String,,,,orgfr:displayName-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.2.v,,String,,,,orgfr:displayName-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.3.v,,String,,,,orgfr:displayName-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayName.4.v,,String,,,,orgfr:displayName-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName,,i18n,,,"A recognized name, other than the legal name such as acronym, ",,,,fr,,,orgaltname,,,,,,,,,,,,,,,,,,,,,,100,,,,true
orgfr:Organisation_0,org:altName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.v,,String,,,,orgfr:altName-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.0.v,,String,,,,orgfr:altName-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.1.v,,String,,,,orgfr:altName-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.2.v,,String,,,,orgfr:altName-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.3.v,,String,,,,orgfr:altName-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:altName.4.v,,String,,,,orgfr:altName-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName,,i18n,,,"«org:legalName» «, » «geoco:Country_0»",,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,odisp:name,,,
orgfr:Organisation_0,org:displayAltName,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.v,,String,,,,orgfr:displayAlt-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.0.v,,String,,,,orgfr:displayAlt-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.1.v,,String,,,,orgfr:displayAlt-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.2.v,,String,,,,orgfr:displayAlt-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.3.v,,String,,,,orgfr:displayAlt-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:displayAltName.4.v,,String,,,,orgfr:displayAlt-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:country,,geoco:Country_0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
orgfr:Organisation_0,orgpu:jurisdiction,,String,,,"The country where the organization is located for private organizations, or the scope of action for public organizations (the city for city hall …)",orgfr:jurisdiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:regNumber,,String,,,Registration number in the juridisdiction ,orgfr:siret,,,,1,,regnumber,,,,,,,,,,,,,,,,,,,,,,100,org:regNumber,,,
orgfr:Organisation_0,org:vatNumber,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,orgpu:officialId,,String,,,,orgpufr:codeInsee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgfr:Organisation_0,org:sector,,String,,,"Possible values = « Public » or « Private », and « Public » is for public authorities only",orgfr:sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
